text,label
sagalee baredina guuyyoo lilmoodha dhageessifnu sagaleen dhagahamu jeqee malau dhagaahu,1
sobduu gantuu lataamuf awaaday woiidaa janaa gotaanii ariitin bitaamtuu biiyyaa,1
abbootiin alangaa baasanis naftenyaa barehtu utaalaniiru durumman utaalanii beekumsaafi arii,1
kfo gatinaa xelxeba pbonis opdoon tokkoomuu fooni henok birhanu gantuudha,1
mammaaksa mammaaksi mammaksa mammaaksaa mammaaksaan walaaltuutti aangooqaban hubatatu faggesan jedhuummoo,1
artist hacaaluu habtaamu artistti hundeessaa hatzalu feleke hundesa saruma artiistooni,0
liqiin amaaf woltanee gaaridha woliif gaariidha liqeessitu liqii walqixxummaati betamit,0
gaafiin jabaatte gaabbita gaachan gaaltoomii kiyaasi carreen akasumaasii beekuuni biyyummaati,0
kijjibdu degartotaa hadharawu opdo kijibduu niitii wayyen dhifitti kijidudhaa fayaada,1
maallaqa mashaallah kadhatameen maashallah maallaqni qar bulfamu bitachuu guurrataa battle,0
cubbuu rukutamu sabni kaasa haleelamu cubbuun dhageessisa wallaalatti dandhamaa sagalee,0
haabaduu gadhee tishii abbaairreedha callisi saba haarreedha safubetuu behari abiddaatu,1
jeneraal berhaanuun debelee alemshet jeneraalonni deemtan badal waardiyyaan debele berhaanuu,1
dhiiratti achuman waranaas ilaalchaan kennuufii waalleen lenjii dhoorkuu dinqisiifachuu barattonni,0
leencichi gargarbaase banuudha raafamne gadhisuu isiniifi gaallaarrati abdilee gahaniruu gadaanuttis,0
bayyee galatomaa nujiraadhaa galatoma baye hubadhe dktor isiniraa galatom galatommii,0
diinaatii rabbin siirreessuuu sibaase baase diinatti basuu rabbiin diinati goticha,0
tigiray kijibduu bilxiginaa bilxiginnaa bilxiginnaan jeddutti hatuu salphate qilee bilxiginan,1
arga argaa boossisa aarri opdo wayyen angaafaa waraabbeesa waat illimaa,1
wayyanee wayyen ololla ijaaramte wayyane mootumaa wayyadha ulii toortora kholase,1
jirtaa jirta muramtee gurraachakoo harruu jirtuwe eess gurbana ciisimee beeloftee,0
mekele helikooptaroonni gebadiin storm filatamoo qilleensaa kaanaa rukutamee reebamaa facaasanii,0
galtomii rakdheraa galtoma yee nuufi jiraadha wanii biyaa hudfuu khaa,0
qabsoo arat lenca qabi kiloo qeeroo gaallaa   ,1
habashaan mesqal nyaadhaa fufi refenisi hawiltiidha harrichooooooooo haphidha habashaa reebama,1
itoophiyaan injifata migrant member caccabdeetti committee deleithi kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk judiciary tewahdoon,1
tigree tigreen beela arawit afyaa zderbi ammaaroonni yehsheni alaanala anzametku,1
jannata boqottu kufa boqotu kutachiisu boqochiisan qabsa hidhaaf qulqulleeffatte koronanii,1
gootaata gooftoliin dheeradhaa sibilaa goota dubbisimee budaanu warqeedhaan baadhaadhan waadanii,0
federaalaatiin poolisii tsadqaan annoo komishiniin oolaniiru tsadeq oole tzadkan ooleera,0
allah rabbiin rabbiif oomishutu qorsooma washingitan hagubuu kapitol arsoomni hiil,0
telegram chaanaalii join godhaa argachuuf sebhat link dabalataaf chat wolaayitaa,0
kabajne habashootaa dubbatii olchitan qajisan qamaste tsbet haqamutti haaftaniittu geessetta,0
naafxanyaa mostgo gooo mast lying goo stop abas michael ,1
boqochiisu samii waaqayyo qulqullootaa lubbuu waaqaati ogummaan dachii tuqiitii fayyise,1
fayyo fayyoo dhangalastani fayyee godanna abisiniyaati hongessa dhugaakee dhagehama mamaluu,0
naafxanyaaa downownabiydowndownnaafxanyaaa vius pppppppp barbadannaa downdownnaafxanyaaa yaartuu abbey getacho nafaxanyaa,1
ortodoksii ztemerezen ztehawawesen ormoonni eebbifamte tewahdo kdauntom seenom ebbed darbinu,0
beeku ragaa orjinaaldha hooqsisee foom bilbilaas faccisa beekus ragada activism,0
atm hojjetu hojjettani hojjechisaa systemni hojjettanii jalqabdu rakkacha calaa iftani,0
erimi akeekkachiisaan gowwoominaa gowwaa gowwaan dhaggeeffadhaa dhaggeeffadhu gowwoomsaa kadhataa dhabamsiisuus,0
kijibdu zonii bitatte shaneeee kijibduu wayee jibitaan jaalladh kijibdudhaa jealousy,1
abdi abdii ileetti idaaagantuudhaa haedaani amansiiftan awalo rahma biyaaa jetsi,0
akkanatti akkana araadaaf galla dhintuutti ags magariisayee jirrajawwee dararamuudha hanqaqaa,1
baankichi liqiin liqii dhaaberee cullen machoftuu dhabnne dhabdedha ifneem naqii,1
dhaggeeffadhee gotni qofatuu gorsa haladutuu jaban duutti dhabamta coming xiqqon,1
uumama anuma ramadna galn maalitti waaqayyooti elephant dirumahidubanee xiujira walqunnamuufi,1
abo nura abaaramttu abaase abawoo guuri tplfi nazir ashee agree,1
dubartiin haawwiituu gubdu hawwatu isaallee laaftuu mecklenburg laalaa niitiinuu bilisoomnu,0
haxiqatu amaalee kanaraa habashaa amaaraatti kafalchifna anneeree yaadaam warrati foggoraan,1
wayis nadhibu dhukubii dhiiga asphalt dhaabbattellee zgegebre dherinii anigdhamoo dibbisuu,1
dowd itaanaa hojikee ummt biranun toolli dreama ihadigin muduu yachisit,1
mekele aikel fagootti ashgodaa waraanni mekelene kaanp dhumtiin komaandi tekelan,0
qabsiifne gaalasaa dhaamne obboo amboof jiratte jiraadhu yyee dhaqabne juneddii,0
kahadhu naitahaa caama ufuma himmaa himi dawaa malasa rakisee kon,0
abbaagaraa xiyyaaraa bilbiluuf buufata zeleq alaabichaa jidhin obbaleeyyan orii gaambot,1
ilaaltee deebisin deebi almeeqa diriirsutti demteetam coometi daftani senui hey,0
ilmasareem kurkurti shanyii gadhee huuba qabii abiiyn ajeefitanii bannaa beenu,1
fanisuu calaa miiloo dhuuuuuuuuuu seeqa jitta shakkin guys jiraa shiroo,1
rakkisa banadhee rakkisaa rakkinni acquisition managera biisii taadde bulmaanni hr,0
dhufte nagaan nagahani nagan midiya tade klbi rasuula dhuften dhute,0
hidhachuu ortodoksii hundeessu dhabuudha moghe fudhachat kilashnikov dhiisaatti seenanidha abuune,0
galatoomi boyoo kininii debisi galatoom fayyadamnu gafi baalizinidhan sijaallannaa sigaafadhee,0
salphina tekbali salbutamol gaashaa akhbarii salphatee wallaalee salphaadha dhiiro pro,1
hahahaha dhiiraa dhiira wayyaqabeessa agabbuu philistine israel vs dhiibde dhiibu,1
bagaa dhuftee dhufatan mugne wooooooowww nagaani woooow nagadhan nagan rafnu,0
shaentu arganna ajjese aabshir waraanna hinbarbaanuu qottootaa salaada ajajamtu fallaan,1
goo abiyi abiyii saree bullguu gowaa diqala motuumma mililik abiy,1
opdon naftanyootatti jirrta jijjiraminni jibinu meetiriiti ciffachaa jechutti danaalee heerummaa,1
annoo oolaniiru daanshaa wolkaayit ooluu daanshaatti oole fcheetti qubachiifamaa ooltee,1
birru baradhe taaddasaa dhufii waranyaa ajeesanii keenyi birruu lash gubanne,1
lakkise soorama democracy gadhiise lt ololaan lakkisee juntaan junta golee,1
sanyummaa tuuta balaaleffachuuf cunqursitoota buqqisuu sanyummaan lallabu sabboonummaa bahutti bashannansiisuu,0
ilmasaree ramadan sera keeysaa gabra bahi susii arrabsamteetta satuchaa betan,1
barreessinu barreessuun galutti barreessuu barreessaan barreessitu barreesse barreessu ulfaataadha barreeessuu,0
qaraanera ciniinaa barara falmannu kegna jetee ilkaan idle settee beytaa,1
sujuuduu laakofsa barredduu qabbu zerei qabba gaafin ilom jazbaa gaaru,1
bilxiginnaa albatte bilginaa bilxiinaa bixigina biyyeti caatiin birane bilcheessite bilcheeffama,1
hijjechuun quinat jihaad jireenyaaf jabaadhu speaker kopee jaarjiin jaanjo arggitte,0
goota gootaa goottotaa googliitu taayyeenis jennakaa goowa gooteef paastar doofaa,0
abiiyi ilmasaree naafxanyaa abdee badiruu asan gowaa nafxanyaa tortora zinaa,1
ajooftuu kkkk luyyu akkamisa ask tiimcundhuuraann reconciliation mormama opdo ajooftuudha,1
dawn dwon abiyii parti naafxanyaa freeartistootagaallaa dhabannii freejowarmohammed freehammzzabooran freebaqqalagarba,1
darararamna isaaffaa lsaati abbaagaraadhaati ayyalaan wayyaaneetiin diina baresseete amantaadhankiristaanaas baareeda,1
hanna hannaan hannaa fuladaratti cunqursaa jabummaa ashaagiree ashagireen kiisha badhaafamaa,1
ethiopiati ethiopians ethiopiadha nkurunziizaa piyeer ethiopianis dachiin burundii saluti hadiwi,0
tplf officials wins elected believe hired transitions generals behavior ethiopiawimet,0
eel isra israa dhiiraaf artiifishaalii intelajansii amaanu dubartootaaf paalistaayin steefan,0
dubartonni dubartoonni jedhnii dubbatamudha soodaatu haamilee godhani hirmaannee qabamuuf saaxilamoodha,0
bilxiginaan bilxiginan figaa bilxiginnaan bilxiginaa bilxiginaati injiifanoo bilixigina kuunotii biineesumaa,1
taanu instagram link twitter channel join maatii telegram family amanamaa,0
gammachiisaa gammadaan gammadeera badiin bula gammachiisin gammachiifne gammaatti gammachiiste gammachiisa,1
shaneen feexii sexana salphiin mufatte gootam woyaane virus shaneeeeee galti,1
barreessite barreessaan bakriin lom duguugsee barreesse barreessu barreessee dhihaannaa tsiliuka,1
fayyoo fayo geessiteere reebi marrooko walgoota dubbifteettamo fayyo fayyookoo kiss,0
gurbaa gamti dhodhiisi gubi hinbeektu abiddatti nana gubattee yaayyaa photoshop,1
samii boqotu boqochiisanii maatiidhaaf boqottu ameen boqochiisu lubbuu jabajuuf borobbojamaan,0
taayyee sammuunkee taayye taata aab taayyish sagallee obboleessaa obbbo maraadhee,0
hogganaa boona xaneen wahaat begashau womeles hogaana caliiste hoggaansaa dhaabbatichaati,0
maallaqni maallaqa qarqaara hundahuu hiyyeessaa liqeessaa qabame duubaatiin mashaallallah kaachuurra,0
guddaa galattoom qoramaan qamda baranneerra gltomi galateefana galateeffana gudhaa galatooma,0
ass baaa bayyaan bayyaata shaneendha hardhaaa nubiitaa infilatinaa basis baya,1
dhuftan nagaan tadye qaliiwan ankon badduti nagahn dhufteedr dursee bg,0
shaneetu harka hiqabumoo tplftu habbalesinu pps jedhaka sarre seraaf dhiyachuu,1
abbiyyii abyii abyyii sareeee abbiye baayiiden abyitoon abawo abiya saree,1
umaatta kenyati kenyaan kenyaafi abotaa kenyatii jabilotaa kenyaaa moottumaa kenyaf,1
dubbisuun dubbisni dandauudha dubbisanii dubbisa hubachuu taeen dabarsu dubbatame barreeffama,0
rukutta baraaraa makatuu kennachisu naftanyootaa marrootti demna skander dabresihon mone,0
dorgommii dorgommicha saanchaz dorgommichaaf daqiiqaa sakandii dorgommiiwwan fidanis dabalamu eegamudha,0
dubbisu dubbisa kesatin number barbade dubbisne dubbisuun tasiasa dubbistee ufe,0
olompikii atileetiksii atileetota pirezidantii daraartuun atileetikisii federeeshiniin atileet hundeessitoota fiigicha,0
dhabinaa dhabin dhabina docter ulfaadhu dhugaadham opperashidhan docktor jiraadha fayyaan,0
dowun pipi benne condomii diqelaa hareee minilikii dowon minilik binesaa,1
bulloo bullo bullguuu loo person betaa image ija  ,0
haacaaluu ajjechaa hundeessaa artist artisti artistii ambaa haacaaluun giruuppi adaanech,0
gammachiisaa kolfi fakkaatoota injifannaa qabadhaa isiniifi gammannerra qoosaa hadaraa jreenya,1
eritrea press busheti somalia adua eritrean dhukaasuun mezieka nishan qabsaawun,0
ugaa qasim qafoo ahmaad zinaa affeelan irrational jimaas kameraa illalikaa,1
waaqeffannaati nmila waaqeeffannati aitmarawa seexanaatti qaalluun wudduu qalaaqqala waaqayyoofi ateteen,0
baddi baddu dhiqan ija dhiqani badi menelik asii balleessuu hindhiqanu,1
allan jedhi shuxam rafd crackers whoops gishgion jedhimee muradhu luba,0
doorsisa doorseey doorsisaa twiitarii jaak tagai doorsifamaa raawwachiisaan taasisuufi rakkanneef,0
afufu opdon dhoksitee dhageettu kiyyaam dhooweiti dhumuttu thaye kasu dhamaniina,0
yaluu kintarotii dandenyaa tiruu dhukkubni manatii hubachisame limoo dhibeeni dhudhuftuu,1
ejja oduu ejjituu qonnaadhaaf citaan dibicha caamne migiraa penta ejjituuti,1
leenjisii wophoofte toatamnee buqqaanii ittistan wallaalota kalaqin misoomfame mootummaanis hiriirfame,1
nezryo islaamummaa akhsum dagate islaamummaan weerartoota islaamummaati arian degaaruus tuquuf,0
bayyee kesanifii galatomaa baranotaa hebisuu baye bayee gudaa galatomii jiradhuu,0
dhibamaan rabiituu ariyaaman hunowal wolayta banama fayisa sabre ifeegi mflat,0
busaa bookee keemikaalli biifame karameellaa farra dhibee fayyaa kemikaalli busaan,0
talking people stop killing don stand settlers serving amhara instead,0
turkii ibbidaan diqaaloota duwaadha udii ajooftuu turkiyaatti qaxar turki gubuu,1
sedeh argitaanii gabbisnee dubataniii wolalataniii balleessaniiru gubataniii ofiitii fayyadamanii domaa,1
ayiiiiii jawra opod opidiyo ololttuu saree robaa sareee opdo ,1
fununuu lolu dangessaa funyaa fununaa deddeemu dhowwachuu prod tuqxee maliif,0
baduu baddu badneerra baduudha qajelchii bosonati takkii tipl badaaa mirkaneesuf,1
killing jibbe continued woyane working moderate braking ofkeessa workineh today,1
ormoota amantaati abbeen furguggise mootummaa girisaa abii rookeetota keennaa mitiiree,0
investimentii investimenti investaroota irkoo ifatame artistota laatamuun value komachiise invest,0
sidhabuu hinfeene jawwar jawwaar ajjeefamuu ajefamuu wajjiiiiiiiiiiiiin jawwwwwwwwweeeee ajefamu markus,0
sifaana jirra tayyishaan siwalin shalalaa duuche sangoonni hiiknee hujirra faana,1
shaneen fixxe gaallaadha shawwadamtee gaantuudhaa shaleen kanser cancer kansari gaah,1
siidaan minilikis siidaa minilikillee inshaallaah minilikii hayilesillaaseetis hajiigu minilikiihatiichaa minilikilee,1
makate makateii masfin muluu adde qixxee muluun wadaajii makateiin gaazexeessan,0
laalamuun geber daangeffamni yaalatii imimmaanessu fuuli xixiqo yaalun saayinasii darbuutti,0
rigaa kasalaa gootatuu marqaan ooleeyii rigaaa baldhisin kassaal obsi sgx,1
shut baduu badduu badu injiruu undertaker goodhudha erka badumalee shaneen,1
kadhannaa ameen qulqullootaa kadhadha waaqni kadhataa fudhadhu kadhadhaa dkhaa mahram,0
hanne aarta hiriirne gowwoomsine murtii bareedaf malfayaadamun kurkuraa hanxaxii funaanteeti,0
propaganda fuudhii hojjettuu hojjetani dansaa didu dabartu hojjetttoota jibbera naftanyoota,1
ammallee jeenna qixxe waqaayyo cufan keennu kadhatta agarsise anallee pene,0
ayyaantuutti eebbisiisaniidha geessanii hammachiisaan dhalate haammatanii mucaa ayyaanaatti waaqeffannaa eebbisan,0
bolola dubbate eeradhan rukuus kiyyan halaafii dubbisteettaa doctoraa deddeebinaa xibabuun,1
galata ijaarrate xiqqaas guddaas uummatakeef naarsis xiiqaate utaalteetti laattaniif ummate,1
chow ermi eerrr eenyufai eeerrrr duuteeta duulla dureessaan ecc dudiikee,1
jail ogaden manaashee reeffi reeffa hidhaa abdallaan aayishaan gafarsa reeffaa,0
dubbannu hirafachu nuhi eee hegir liven reebnee callabbaa dacheediinatee eegellee,0
dubbisi kiristaanadha galatoomaa burjaajeesse hack galatoomi barnoonnii insasa barressitee laattn,0
abiyyiiin dhumaratii abiyotii qalamuu qalamu abyiimustgo yakamaadhaa diqalamililkiisareeabiyiidiqala debui farsus,1
ilmoo harree haroota hasano guddistee ilma jibiriil ibirahim ilmaa fayyadee,1
shari hidubbattina duuttimaqaa isaann liqeessu waayane dhabne ishe birri sobduudha,1
bofa ergamoota ebarran gooftummaan qoomcee eegamta piikookii bocolaa liqicha asteer,0
marsii wasilaa ofifu diinadhamoo diiniidha cundhuraa mufti diina diigamuun diinaa,1
hooshee poppoppoppoppoppoppoppppopppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp hoosh haahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha funny ufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufufuu omn qoshee bt shit,1
galatoomi galtoom galaba barsiiftan wayyerra gotoota gumaachite galatoomii ebbifamii galaatoomi,1
maanchester yunaayitid maadiriid paawondii siitiin raashfoord teresaa taphataan kampaaniiwwan siitii,1
obboleessa nagaan dhufte dhuftan dhabdellee meriye afalguni beellametti dhowe geshee,0
hattuu meshaa dawon fuk tuniii monopholi arihaa esen hatuudhaa opdo,0
argera hundayuu ofirati malattoo imattiin makuuf gochuu raawwatamuudha gommaa dizaayinii,0
marata pdo filatte maraatte aanicha marashaaa maraattan maraachuf maraara abdallah,1
