text,label
መለስ እንዳቀላፉ ሞጀሌ ያስገረፋቸው ስለሚቀመጥ ሴጣንም የሚጣላ ኦዴፓም ይፈጥራሉ ካማራ,0
ደደብ ቆሻሻ አስመሳይ እንጂህ ተቀላቅላቹህ ከምትከተሉ ችግራቸህን ሽቃቃ ክፍታም ገደይ,1
ኦሮሞ የገደላቹሁትን ይታረሙ ከየችሁ ሙሰልም ተሳስታችኋልና አራጅ መጠምዘዝ መነጽር አንረሳም,1
ጃዋር ከበቡኝ አጋሰሱ መተቃቀፍ ቢሰለጥንም ሰምታሀል ጫታሙ ቀፈታሙ ምርጤ ጨካኙ,1
ሀገር አኩርፈዋል የምትንከባከብ ጎደር በውጪ የብሽቆች አትሸበርም ክነሱ ስትሉም የምወደውኮ,0
ብሎ እከሌ አይመረምርም አታልቅሱወንድ ኩሎ ዋቅፈታ ሷኮፀ ሳናስገባው ይከራከረኝናሱ የሚያለቅሰውብድራችሁን,0
ኢትዮጵያን ለአንዲት ጥረታችን የሚያስቆመው ወጥሪ ስላጋለጣቸው ንካው ቆርሶ የዋህና የማዳከም,1
ጥያቄ ይገባልምክንያቱም አለበትውነተኛ ማይሆን ነውጃዋር ማንሳትና ሊያነሱ የእኩልነት የስንተኛ ለአህዛብ,0
ሰዎች አለአነዚህ ያሳብደሀል ነውነፎ ይያዙ ቁማርተኛ የፈለጉትን እንዲያየው ያውጣን አረራ,1
ማፈንጫ ከሻእብያ ብህሄር ከብልጽግናም ክልል መቃብራቸው ሰልፍ ገብረሚካኤል ሰራው ባልደረቦች,1
አሳምነው በብርጋዴል አይፈይድም ናሽናሊዝም ከመከለል የችግሩን ማላከክ ጽጌ ምክንያቱን መፈተሽ,1
አቃቤ ህግ የአቃቤ ከዚያስ ተቃውሞ ጥያቄውን ጥያቄወሰ ጠሚንሰትር ይሰረዝ ለደህንንታቸው,1
ቤት ሰጋ ቢመረጡ መብረቅና ስገለገሉበት በሰማች በጉዳያችሁ ፖርላማውን ባልወጣች የምሏትን,0
ሲቃጠል ቤተ ክርስቲያን ተዛምደው ክልልመሆኑ በኖሩት የሚንቁ ይሰራልቤተ ለማድረግየሚረጩት ቋሽሹ,1
እንጂ ተዙሮ ይወረዉርላችኋል እንቅፍ መገንጠልን አናቀንቅን የተጋሩስ አያምርብሽም የምትመራበት ተንትኚ,1
አዲስ አይገመገምም የምሰራዉን ታደርገዋለህ ያስተማሩት ተጫወት አገባህ ክክክክክክክክ እናትህ ፀሀዬ,1
ያለ ስራቸዉንም ዘአንደበቴን አላሰገዛምዞ ተሰደደየ የተቃጣን ለጊዜአዊነት የሚያስቀጣ በአሏን እየፈለገች,0
ሙስሊም ወክለህ ስለትግራይ ይጠይቅ ሙስሊ አሏሁ ይሻሉኛል የእስራኤል ተብየ አትችልም,0
ዳውን ነፍጠኛ ፍሪ ጆች አስገባቸው ይገባቸዋ ሀምዛ ወተው የቆማጣ ቢሉም,0
አመት አቅርቦላቸዋል ሚጨርስ የዘገምተኞቹ ይዘግማል የሰበር ከፈጀበት አለማወቅህን አሳበቀብህ አመክሮው,0
ኢትዮጵያ ጠላቷን ይዘነዋል ተቀስቅሰዋል ባየንዳ መታለች አከላለል ምእራብ ልዩነታቸው ኮንሶ,1
አቶ ገዱ አልተደሰትኩም ያስበላል መልከስከስ ዜማውንም ዳንኤልጅል ፃፍልና አይሳካለትም ስለሆንኩ,0
ህግ አቃቤ መስክረዋልማንም ሚፈነጨው ስራዎ ሽንፈታቸውን የመንግስትና እየተነሳ ሽባ ቦጥራቃ,1
ኢህአደግ ካለማችም የሸፍጥ እንደምትገኝ ካልቀባሀው ካልተሾመ ለሞትለገሀነምውርስ ካጠፋችም እንደማይጠቀም ወደማስፈረጅ,1
ናት ሴት መፈልፈያ የሴክስ የማያውቃት የለለችና ጫጩት የምትባለዋ ፒኮክ ሴትነት,0
ሚኪ አትጥፋ አስጎብኝ የሚያተኩር ተለያለህ ትሻለች ከስሜታዊነት ማለፊያ ኦክሳይድ ካርቦን,0
ትግሬ ጨርሰው ቅማላም ያጣመሙት የተገደሉስ ትደግመዋለህ አማራስ በጣና ጠማማ ስማችን,0
እግዚአብሄር ብትለን ነብሳችሁን በቃህ ይባርክሸ ገላገልሽን ሲያም ያጽናናልን ማዳንም ወይይይይ,0
አያውቃትም ልልበስ አልተጠራም ከጎሳ የሚያስማማ ሞላልኝ ልብስ አጣሁ እግዚአብሄርም ወጥተን,0
ወያኔ ከሚያፈርስ የጋጠ አለገና መፈጠራቸውም የቀበርነውን የሸረበና ያበቀለቻቸው ልጆቻችንስ አይቆጨንም,1
ተሻገር ርእሰ መስተዳድር መልቀቂያ ተሾሙ አገኘው በሚመራው የሚነካው ቢጠቀመው ሲጀመ,0
ይህን የአምላኩን ማለታቸወ ነውአ የመፅናጃ ከስይጣን የመፅናኛ ድምፅ የአማኑኤል ብታነበው,0
በትክክል የፊቱ ይመነጫል አንዳታሳዝኑን የኔንም ስተሳሰብም የገለፅክልኝ ከሌለ ካለ ጭፍን,0
እናንተ ሚመለከታቹ አነሳን ተዉልን የምተኙት ፈግጋችሁ ከሳር ያደረጋችሁት ምታስቡት አገባቹ,0
ጋላ አባሯቸው በጅራፍ ውሻ ጭሮው ተዋወቋት ስለሚገርፏቸው ቆንዶፍ ተበዳግም ሱማሌውን,1
እናመሰግናለን ሙሌ ደጀንላይ ተቛዳሽ ቁመናል ከችግሩ እሄው ከነማስረጃ እርማችንን ብርቱው,1
ተለሳለሰ ናጫ የአማራ እንደሆኑም አይንና ሆዳሙ መከራው አማራ ይቀጥላሉ ትግሬና,0
ከዚህ እናመሰግናቹሀለን እንድንወደውስላደረጋችሁን እንወዳቹሀለን ያለነውን ጀበልን ስጦታ ክብርም ይበልጥ በለይ,0
አመት ኢትዮዽያዊ ኑርልን ረሀቧን የሚዘነጋ ወግተው የሚያቆይ የማችሉት ነርሲንግ እያረጋችኋት,0
ጊዜ መጭው ኖሩም ብናስታውስ የተጀመረሁ ቤተክርስቲያና እንዳዩ መበካን አልኖሩም የቅርቡን,0
አፍራለሁ ሲሉኝ አብዲሳ እያቀረበ ሽመልስ ማውራትእኔ ማንሳትስለ አትታጠቅ አትዝመት ለእነ,1
አህመድ አብይ እየደሰቁት አሸነፉ ለማሽመድመድ ሲታረቅ ታየኝኮ ሽልማትን ኢትዮዽያም ወንበዴው,0
ወይስ ግሽበ እጋንታዊ እነየለን እናጥፍችሁ ዙፍን ማመልከትእንጥፍ በቃንሻምበል እንተለለቅ ነውገ,1
ቤት አካባቢየ በቀጠሮዋ አይለይምቱሀ ከታሰረችበት ከፍርድ መታሰርም አገናጅቶ እንዳላችሁት ገበርኩልሽ,0
ገና ያዘጉታል ምስኪኖችብሄር አለረጋገጣችሁም አፋችሁን መሆናችሁ ይውለቅ ያሳይሀል መንጋጋህ ትበላላችሁ,1
ብዙ ገና ይቀየራሉ እምባህን በአብሪትና ቆጥበው ያደነቁራል ይማራልቷ ይቆጫቸዋል መማራቸው,0
ፈጣሪ ይመልሳቸው አላጡ እንዲያውቁ ይጠብቀው አያደርጉትም ለፍፃሜ ልባቸው ይጠብቅህ ይስጣቸው,0
ችግር አልማን ራሉ ማስደፈር ፈጣሪዎቹ ህነጓ ዮሲፍ ይከርሙና ብያቀርብ ያወደመው,0
ልክ በገባቸው እንደሚተነትኑት ኳስን የዋጡ ዋልድባን እንዳደረጉት ያጠፋልናል ትንታኔ በየቦታው,0
ቶርቶራ አንተን ግደልልኝ ልህቅ ኤከሌን የሆምክ እግዘብሄር ዲሪቶአም ብሎ ባትክ,1
ደማቸው ይጮሀል እግዚአብሄር እንቀበላችኋለን ይመልሳችሁ እዲት የሚያመው እናንተንም ጥናቱ ቦሌ,1
ተጎጂው ይዋጋ ማይጠምሪ አስመርቋል ቢሆነኝ ሚሊሻና ግብጻዊ ከወር ሀይል ጸብሪ,0
እሚገርም ያመሷት የሚያበረታታውን ዘሀይማኖትና ግንአለ ያላቀረበ አትፍረዱ አታላትሙጠደብተራ ቢለቅይሻላል ናቸውብሄር,0
ሬዲየስ ካልሰጠህው ሲየጠር ወደበ አሳመማችሁ ያልደነቃችሁ ያደረጋችሁትን የወደብ ባህታዊ ከአቢቹ,0
ናት ተውው እሳትም ከከዳት የሁላችንም ኢትዮጵያ በተፈለገው ሸገርም ይችህ ሊከበር,0
እባጮ ለመጎብኘት ፕሬዝዳት ጎጃም አይበቃም ኢሳይያስ ገብ ከቤቱና ጫማየን ለመስተደደር,0
ቀረ እንቅልፍ ጊዜ ያርጋሉ በዲግሪዎቻቸው በነአቦይ ይፈቀድ የሚከበሩበት ሲገለበት የሚሰሙበት,1
ዲሞክራሲ ቤት ፍርድ አይገነባም ስላየን ተጠቅሟል ተንኳሽ መስሪያ ሀብረት ጀንበር,1
ሰብከን ከቀበረው አልገባውም አይሰማንም የሚያዳምጠው የኢትዮጵያ ቆየ የሰማ ደግነቱ አይሰማም,1
ይገዝፋሉ ወይ መላጣ አለማ ሀናዛርገ በትሯን የመታው ወንዲሜ በነክ አሊያም,1
ዘመን እየታዩ ምልክቶች ፕሮጀክተቸውን ኮስትርበላይ ሲያሰባስቡ ራጉኤልን አይሞትምነውና ዘለቀስም ያገለገልነውና,0
ሆነ ለተኽላይ ለለማ ጥሳችዋል ጊዜያችሁንም አሀደ ለተገፊው ገንዘባችሁንም እውቀታችሁን ህዝባችሁ,0
ትልቅ የምትደነቅ ድንቂርና ተቀባበልሽው ባለፉ ማጣበብው ያሸጋግረዋል ፅፈሀልም ባህርይና ትንተናና,0
ጊዜ ታሳይኝ ተንጨርጫሪ ትህነጎችን መጪው የደረሰባትን ዲጂታል አድርገሽ ከብልፅግና ስላልተጓዘ,0
ስብ የህብረተ ለአንድነቷ ዳይናሚዝም ጠንካራማነው ይለውጣል ፊዚስቱ ህብረተ የጠንካራ ሳይወስኑ,0
ቤት መተንተንህ በንተ የአህዮች ፈንቶ እንቶ ስለሚያቆዮቸዉ ስላተበለትክ ቃዳደ ህይወትስ,0
አህመድ የአቢይ እንዲለቅቅ የዱሩዮች ይጠብቃሉ አለእንጂ ያሰራቸውን የአብይ የአህዛብ ከበፊቱ,0
መረጃ እሰጥሀለው የምጠጣው አንጽፍም አሳየኝና እነደወረደ ግርድፍ ሻይረስ ስለለኝ ካላረጋገጣቹህ,0
ትሻለኛለህ ጥሩ እይታህ ስሞኑን ገብተሀል ህጁን እርካኖች በክሩኩለም ተጥቦ አገላለጥ,0
ከዚህ ለመጠራት ሄድን ፈልግልኝማ ጠበቆቻችንን ጠላትንና ጔደኛ ይትረፍ ሰቷችውያ ስላሳወቀን,1
ድረስ እስኪካሄድ ሲኖዶሱን ልትሉ ምርጫው ይራዘም መስታወት ሳንጃና በልክህ አለበትእንድሁም,0
አላህ ከማሀከላችን አጣማሚ ይጠብቀን ያረብ ያንሳልን አታላይ ኢንሻአላህ አቡኪ ደንበር,0
መጀመሪያ ከታጠረው ሳቅና ወንድሞቼን አስተሳሰባችሁ በተራራ ልቀቁ ውጡ ይጠብቀውየሆነ አትጨናነቅ,0
ትግራይ ቻው ደደቦች ያለችው ታስመዝግበዋ አሰርዙት እየተወዳደረች ክልልንም ለመዳቹ ለአዲሲቷ,1
የተጠየፈው ጅቦችን እንከበብ በጅብ አሳበዳችው ነኮት ኀዘኑን እየካድክ ኧራራራ አሰደበው,1
ቦታ መደቡት እንድናከብር አስጨርስልን እየተጫወተቱበት መዝለያ ተወጣሽ ሳታስተናግጂ ሳያስፈቅዱ መሀይምነትዶንቆሮነት,0
አለበት መታሰሯ የኦሮሚያፖሊሶች ገበነዋ በስብሰባው መቅረብ መዘጋት ሙከራዉ ማስተማሪያ መንግሰትም,0
እውነት እውነትማ ሳናሳርረው ከቦህ አሰቴርዬ አረን አይዘንነጉም ከራቀችህ ስትቃዥ አደነኩሽ,0
ብር ብዛት የግሪኩ እድለኞች ቀፎዎች የቅዳሴ ቃጭል ድባብ ትሪሊዮ ማእፈድ,0
አቶ መገርሳመከላከያ አስፈፅማለሁ ሜንጫህ ጉዳየን ያውቋቸዋል ሚኒሰቴር ልብሱን ሮባ መሸሻ,0
ዋው እግዚአብሄር ለወለደችው ጓደኛየን ያብራላችሁ ይረዳን ለፍፃሚው ምርጡን ይባርክሺ ልባችሁን,0
ነን በአሁናችንና ከጨዋታው የረዳነው አስኬዳቹ ዲቃሎች አንችንና የተሳሳትኩ አይከኖች የያዝን,0
ሀፍ ኢትዮጵያዊ ድግሞ ቢለፋደድ በኦሮምኛው አገባን አሉድ ንገፉኝ ዞበመከላከያ አዲስአቤ,0
አደባባይ መስቀል አብዮት አስራር ሁከትተ የሀገራችሁ ባትትጨነቅበት የተቀየረለት የመስቀል በጥምቀት,0
ጠበቃ ጥያቄያችንን ጨርሰናል ይዘዋል ሀሰቦች በሚዲያስ በተሰሩ ቀጥሯል ማንነትዎን ምህረቱስ,0
ህይወታችን ሊያስተምረን ሊያስጨንቀን ልትከፍቱ ቡድንሙዚቀኞች አልተጋፋችሁም በመዳከሙ ኤንባሲ እንዳስተናገደችሁ የወደፊት,0
በኮቪድ በቫይረሱ ሞተዋል ሰአት ወድቋልታኔ ሲመዘገብ ትጀምራለች ከወራሪዎች ፓፒረስ የሳታላይት,0
ዛሬ በሚፅፋቸው መላጣሽ የሚመቸኝ መዝሙሩ ፈቅ ዋለ ወርዷል ብቸኛነኝ ተነቅቶብሻል,1
ስቴድየም አዲስ አበባ ከበረት ህዝቤንቃ ስቴድየሞች ወደፀዳ እዳይሉ መድረሻው ጠጥተው,1
ተዋህዶ ኦርቶዶክስ አበዳሪዎች በወለድ አበድራ አራጣ ካቲድራል ደንበኛዋ ኦርቶዶክስካቶሊክ ልታካብት,0
አዲስአመት አዲስአመትአዲስአመት መልካም መልካምአዲስአመት ያገኛል አዲስአመትአዲስአመትአዲስአመት እሰቡ ጉዞ ይሁንልን የመጠሪያህን,0
ብዙ ማደርጋቸው በጂምላ ብትለቀው ሰቶህ ቦጋለበጣም ከብሽሽቅ ለወር አትፈርጅ አስተካክለህ,0
ዳንኤል ክብረት ጎድ ጋንኤል ብርሀኔን ተምረው ዲያቆን ይፈነዱ ለፓርላው እንዲያነቡት,0
ሆነ ያፈናቺሁትን እበል የመፎገርም በማጓተት ሰጠከን ግራይንም አዘርፈውና ሞራልም መፈትፈት,0
ነካካ ጉዴኞች ሊፈትሹ ለዘራፊ ሲከፈትልኝ አይንቀዣቀዢም ሊያስተካክሉ ታግዶብኝ ግሩፖችና አደረግኳቸው,0
ምርጥ ኢትዮጵያዊት ብዘገይም ስከፍት እመኝልሀለሁ አስቱዬ ትንታኔ ልደት አንባቢ ኢኮኖሚስት,0
ማርያም ድንግል ዘውድመልካሟ በተሰራችው ወንድሜቼ በልኡል የመመኪያችን በባስልኤል ጽሆን እግዚሆ,0
ለመዳኒታችን ለጌታችን አደረሳችው ምሁሯ የልደት ቀን የተኛን ባክሽ ነሽ አይዞሽ,1
ነፍጠኛ ስትለው ትኳሽ የምጥል ንፍጣሙ ተንጫጫ ሽህ በለው ሲልህ አልሞ,1
ሮሀ አትሉትም አይሰጥበትም ዉሳኔ ናቱ ሰጥተናቸው ቡቱቷም አንዳፍታ አይሞከርባቸውም ቆቡን,0
የአማራ እሴት አመራረናህዝብ አይሳበርም ምከሯቸው ሲጨፈጭፈው የማያስመልሰው አሳመ መናፍስቶች ያገባችሁ,1
የሉሲንም አጥኑት የሙስልም ሙስልሞችን አጥነት ቀጥላ ቀጥላለች አፅም ከቻይና ክልል,1
ምክር ቤት ያሳሰበው እንደሚገባው ተወካዮች ፓርቲዎች የማሻሻያ ቃጠሎዎች የሚችሉበትን ማመቻት,0
በቀለ ገርባ የነገሩህ አይጀምርም ላይጨርስ ገለባ ተጠራጠርኩ ስህ አኮላሽተዉታል ለዛለደንቆሮ,0
ሚሊሻ ፋኖና ያለምክንያት ሀይል ከፋኖ የአማራ የተመካችበትንና ማፈግፈጓን ሰሪዊት ሲሰዋ,1
እረ የተተከለውን በስንቱ አሳዩን በዉን ማህተባችን ስዮሜ ሽጥሉን ሳንሸጥ ጭዱና,0
የቸኮልህ ከስጋትህ የረሳሀው ሾሟት ተጀናጅና መስጠትህ ሳትጨርስ የኢህአዴግን ታድርግ ጥሩ,0
ይከፍላል አልተናገረ አትልምሌባ ከቆጨህ ይሆናልበመናገርህ ዘራፊገራፊና ተቆጨአልተቆጨተናገረ ግስጋሴው የሚያመጠው መልካምነት,0
የእቲስት የናቶችን ሳያከብር ቀን የማያልፉት አጎብድዶ ይውጣቹ ተላልኮ እናቱን ከፋይ,0
ስም ለማባላትም እያረክ ፈንታሁን ጠቅሰህ ይሰጣሉ ለመኪና ወሬዎችን አይያዘኝም አካወንቶች,0
ብር እንደሚያረጋቸው እነዳታለሁ ማንኛዋንም አምላካቸው ውይ ሴቶች ሲያዩ ሺህ ወሰንኩ,0
በሎችን የወሰዱበት እጦጦ እሚቀሳቀሰው ጀዋሀር ቤተ ፍንፍኔ አደራጅቶ የግለሰብ ዋሻ,0
እየቀባጠሩ ብላኛለች በከኒና ከካናዳ ያመለጠውን ተከታዮቹም ማስቸገር ጀመረው ኢየሱስን ዶአብይ,0
ለካ የአተንና ድጠው ከደነዚ የቬሮን እሚከታተሉት እድህ ለነገሩ አይናቸውን ምኑ,0
ቋንቋም ግእዝ ክርስቲያን የቤተ ሰባተኛውን ሰሩነገርግን ሊወድቅ አትጋፊኝ ሰገድ ይጋፋል,0
ሰደበ ብሎ ቅማላም አመጣችኋቸው ተለጣፋ ትላትሉም ተነስፉኖ እንዳጋጠመው ትሉን ከስረሀል,1
በሳልና የሙስጠፌ የተሰቀላችሁ ለአማሮቹ ቢደረግልን እናገኝ ጣልጣል አይነት ሰላማችንን ይስጠን,0
በነ አቶ ሚንስትሩ ብራ በአንጃነት የተመራና ሽባባ የዲ ከቆመውና የሳትኮን,0
እስኪ ትኩረትህን እንዳትልክክክክክክክለማነኛውም አስተያየቶችህን ወይይይይይ ወየው እያቸው ችግርህ አይጣል ተወኝ,0
ይቻላል ብህብረት ሙርተድ ካልተቀበልክ ይወክለኛ በዌስት የወለዷቸው ኮስት በርድ ሚስቶቻቸው,0
ምስክር አልጠየቅኩም አላደራጅም አንገናኝም አታውቀኝም አልተነገረኝም አንተዋወቅም አመትሽ አልጠቀሰም አልሰጠሁም,1
የለቀቁትን በአቅሙ ስቅጥጥ መዝኖ የአዋቂነት የሚጎረብጥ እውቀቱን መለኪያው እንዲሰለፍ ዝና,0
ህወሀት ታዛቢ ተመራጭ አስመራጭ አይቃወምም የሚከለክለው ከጠፋ ተፎካካሪ ድርጅት ስለደበደቡት,0
የለውም እንዳይልክብን ህእእእእእእ አይይይይይይ ትግርኛም የመሸከም ነቆራ አረም ይበቅላልነገር ይተካልዘሩም,0
አስቱ ተባረኪ ወሸወሸ መስሜያቸው የነፈጠኛ ጥጥ አስቷ ዉዷ እሳቤዎቿ ርትኡበሳልምክንያታዊጋዜጠኛ,0
ይስጥህ ይስጥዎት ብርታቱን እንጂእስክንድር የጨለምተኞችን ትቀበላለ መምህራችን ልበ ተበላ ረጅም,0
ምነው ከረምክ በእርጥባን እየተዳደራችሁ በተለመነ ጠፍተህ አበዛቹ ማሻላውንም ሪፎርሙ ገዛልሽ,0
ከድፍረት አዘም የደረሰውም እንደድሮ አህያን የመነጨ እንጂ በመስቀላቸው ቦጣኝ ታቆሽሻለህ,0
ከጨቋኝ ዛሬነገ አይሰጥምፈጣሪ እንደዘቀጠ የጴጥሮስ ያፅዳልን የጭቁኖች ያጭዳል ለእያንዳንዱ የስራውን,0
እብደሌለው የእንግሊዘኛ ችግር ካለበትአለማወቁ ታዲያአብቹን ወጥረህ ተጫወት አለማወቁ አልፈየደም ያያቸውሁሉ,0
አቅርቤዋለሁጥር በመቀባት ይካተታል ለአምባቢያን ማድረጊያ በማበጣበጥ አንዲሁም በመግባትና የምርጫው ትፈታለች,1
የውሳኔ ተወካዮች ሚጀምሩ በአመክሮ ከሚታወቀው መራነ ከጅጅጋው በጋምቢያ መግድ ጸደቀ,0
ነን ዝነኞች የነዛ የባለ ስያምረችሁ ሳናለማ ያፈመስነው ያንፀባርቃል የገፉት አንነጣጠልም,0
ይድረሰላችሁ እግዚአብሄር ያጥፋልን ያፅናችሁ ያጭደል ያጥይት ያዘርውን ያክብርክ ይምረኛል ሰለተሰደዱትእና,0
የዛጉየ ብታፈስበት የሚያጃጅሉበት ድንብሎ እንደማይርስ የቦና እንዳሳሳት እየነቀለ ቢዝነሳቸው እያያዙት,0
ክምችቶች መቆረጥ ነገርክልኝ እስክታጠልቅ ትዞራለች ጫማዋን የማያስበውን ይምጣልን እንዳውእግረ ቴዎድሮስና,0
እፁብ እይታህ ሀበት ያስቆርጣል ከድሀ አንጡራ ነገራችን የተሰበሰበ አምላኩ ሁሉ,1
እሴቱን አችሁ ስትሰርቁ እታደጋለሁ እንደለመድሽ እንደምመጣ እንደምታወሩ እየወቀሰ እግዚሀብር አካሄድአችሁ,0
ነሽ አተላ የተላሽ ጥንብ ልበ ፈክታ ቁራሌው በአመንኩበት ህልምሽ ተግባብተናልአይ,0
ሁኔታ በሚገርም ኮርና ያሳታቸው የሚዉሉት የሚመስልበት ስለሚሰሩበት ስትራቴጅውን አስተማሪዎች የደከሙት,0
ካንተ ተሰራቹህ ሚሰማው ሊልበት ደላር ጋዝላይት በሸነና እረ ዋቴ ተው,0
ክርስቲያን በሀሳብበገንዘብ ደርሻለኋሁንም የሚያግደኝ የሚጠብቁትን ሰላመከ እቀብ ወሰራዊታ ከመሳለምና ያቱን,0
አብረሀም የቦርድ ተሹመዋል ሰብሳቢ የሚከታተሉት አገልግሎት ሁሪሳ ሎሬት አቅራቢነት በኢፌዲሪ,0
